1,1720784760376,0.16096696,9.598594,-1.3044281
10,1720784760379,-0.2819,-0.1452,-0.20189999
4,1720784760376,-0.355733,0.19980529,0.06290167
2,1720784760376,-6.4375,-33.5,27.75
1,1720784762257,0.3538343,9.499234,-2.9993794
10,1720784762259,0.0049,0.1361,-0.0429
4,1720784762257,-0.07106981,-0.0027052604,0.046635196
2,1720784762256,-7.8125,-31.375,33.1875
1,1720784762296,0.17945021,9.404845,-2.8979514
10,1720784762299,-0.1436,0.0404,0.044499997
4,1720784762296,-0.21806143,-0.0047647487,0.07641052
2,1720784762296,-7.5625,-31.4375,33.625
1,1720784762336,0.08275319,9.597359,-3.4744368
10,1720784762338,-0.2163,0.2197,-0.5858
4,1720784762337,-0.40824997,0.014067354,-0.010786135
2,1720784762336,-7.25,-32.25,33.5
1,1720784762376,-0.05641697,9.610422,-3.1876307
10,1720784762379,-0.2897,0.192,-0.42319998
4,1720784762377,-0.44490188,-0.022479841,-0.052028265
2,1720784762376,-7.0,-32.625,32.9375
1,1720784762416,0.15861107,9.405507,-3.0215306
10,1720784762418,-0.067999996,-0.0523,-0.3883
4,1720784762417,-0.6165201,0.013753194,0.03926991
2,1720784762416,-6.8125,-33.125,32.25
1,1720784762456,0.25895685,9.486708,-2.6196685
10,1720784762460,-0.019,0.0023,-0.0791
4,1720784762457,-0.70629984,0.020210912,0.015289084
2,1720784762456,-6.8125,-34.0625,31.5625
1,1720784762496,0.08780974,9.035688,-2.2956467
10,1720784762498,-0.1859,-0.5119,-0.0041
4,1720784762496,-0.7721162,-0.040107667,0.0776846
2,1720784762496,-7.25,-34.625,30.3125
1,1720784762536,-0.10850522,8.830457,-1.7919451
10,1720784762539,-0.369,-0.77559996,0.19139999
4,1720784762536,-0.86334455,0.0075398223,0.15849335
2,1720784762536,-7.4375,-35.25,28.625
1,1720784762576,0.45455354,9.43734,-1.9806752
10,1720784762578,0.14729999,-0.23339999,-0.2936
4,1720784762576,-0.98255056,-0.0027750735,0.12482595
2,1720784762576,-7.625,-35.9375,27.0
1,1720784762616,-0.18888336,9.254873,-1.4779981
10,1720784762619,-0.48529997,-0.46539998,-0.1555
4,1720784762617,-1.0371794,0.07225663,0.14857988
2,1720784762616,-7.75,-36.5625,25.125
1,1720784762656,0.4630386,9.665919,-1.0354922
10,1720784762658,0.1109,-0.0977,-0.1074
4,1720784762657,-1.2166865,0.11116002,0.1269727
2,1720784762657,-7.875,-37.25,22.75
1,1720784762696,0.35360444,9.547329,-0.29765674
10,1720784762700,-0.0139999995,-0.25869998,0.1328
4,1720784762696,-1.3262931,0.18908897,0.011693706
2,1720784762696,-7.5625,-37.875,20.6875
1,1720784762736,0.23017856,9.459175,0.47405195
10,1720784762738,-0.1232,-0.3565,0.4132
4,1720784762736,-1.1600156,0.079813905,0.043807764
2,1720784762737,-8.0625,-38.375,18.5
1,1720784762776,0.41774032,8.601974,0.37498945
10,1720784762779,0.0446,-1.1954,-0.1521
4,1720784762777,-1.1884645,0.104754664,0.09201376
2,1720784762776,-8.25,-38.5,16.3125
1,1720784762816,0.35440886,8.207716,1.1804755
10,1720784762819,-0.0328,-1.5505999,0.1876
4,1720784762816,-1.1636459,0.13107422,0.08635889
2,1720784762817,-8.25,-38.3125,14.125
1,1720784762856,0.15697344,7.901191,1.1131793
10,1720784762859,-0.264,-1.7991999,-0.3182
4,1720784762856,-1.2894841,0.12301081,0.102712624
2,1720784762856,-8.3125,-38.3125,11.875
1,1720784762897,0.33329204,7.5711074,2.048182
10,1720784762899,-0.114,-2.041,0.0953
4,1720784762897,-1.4277841,0.2817834,0.0675966
2,1720784762897,-8.1875,-37.8125,9.125
1,1720784762936,0.49778327,8.237356,3.3355346
10,1720784762939,0.045199998,-1.231,0.7726
4,1720784762936,-1.5911468,0.330705,0.031712633
2,1720784762936,-8.1875,-37.6875,6.8125
1,1720784762977,0.71309865,9.092872,5.567017
10,1720784762979,0.3105,-0.19569999,2.4048998
4,1720784762977,-1.4820288,0.4380951,-0.15713198
2,1720784762976,-7.6875,-37.25,3.75
1,1720784763016,-0.53085196,9.368386,7.0101557
10,1720784763019,-0.782,0.3074,3.243
4,1720784763016,-1.1881852,0.42484805,-0.17188002
2,1720784763016,-7.6875,-36.5625,1.3125
1,1720784763056,-0.44336787,9.524756,8.962685
10,1720784763058,-0.5588,0.6798,4.6944
4,1720784763056,-1.1302752,0.34662238,-0.14006267
2,1720784763056,-7.3125,-35.8125,-1.1875
1,1720784763096,0.109060675,9.517009,10.516195
10,1720784763099,0.1148,0.9852,5.6521997
4,1720784763096,-0.6196617,0.2812249,-0.058119465
2,1720784763096,-6.875,-34.625,-3.125
1,1720784763136,-0.091075435,10.594065,10.032989
10,1720784763138,0.039899997,2.3839998,4.6558
4,1720784763137,-0.39324012,0.3019245,-0.120305546
2,1720784763136,-6.0,-33.5625,-4.375
1,1720784763177,-0.023434447,10.867636,10.804066
10,1720784763179,0.2032,2.7561,5.2728
4,1720784763177,-0.15488052,0.17006488,0.056653388
2,1720784763177,-5.0625,-32.9375,-5.25
1,1720784763217,1.0111959,10.543547,9.410036
10,1720784763218,1.2034999,2.4457,3.8507998
4,1720784763217,0.41823325,-0.0067718774,0.046931904
2,1720784763217,-4.5,-32.625,-5.0
1,1720784763258,-1.0611006,9.731003,7.806237
10,1720784763259,-0.8573,1.5617,2.3702
4,1720784763258,0.32883748,0.03248058,0.046984263
2,1720784763258,-4.25,-32.5625,-4.5
1,1720784763297,-0.44341573,9.402586,8.473013
10,1720784763299,-0.27899998,1.1472,3.1597998
4,1720784763297,0.75263834,-0.15327482,0.2557431
2,1720784763297,-4.3125,-32.6875,-3.75
1,1720784763337,0.6514527,9.991454,6.735129
10,1720784763339,0.6696,1.5687,1.6906999
4,1720784763337,0.9202074,-0.20189969,0.22687535
2,1720784763336,-4.5625,-32.875,-2.3125
1,1720784763376,-0.03373909,9.265924,6.2056365
